ROI SUVR plotrois hemi label SUVR_above_reference predictedYearsBeforepredAB
CTX_LH_PARSTRIANGULARIS_SUVR 1.04464135787817 lh_parstriangularis left lh_parstriangularis 1.04464135787817 4
CTX_LH_PERICALCARINE_SUVR 1.19705898188552 lh_pericalcarine left lh_pericalcarine 1.19705898188552 4
CTX_LH_POSTCENTRAL_SUVR 0.984744433015955 lh_postcentral left lh_postcentral NA 4
CTX_LH_POSTERIORCINGULATE_SUVR 1.1061395767773 lh_posteriorcingulate left lh_posteriorcingulate 1.1061395767773 4
CTX_LH_PRECENTRAL_SUVR 1.05176513728626 lh_precentral left lh_precentral 1.05176513728626 4
CTX_LH_PRECUNEUS_SUVR 1.07669502285514 lh_precuneus left lh_precuneus 1.07669502285514 4
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 1.04656507106361 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate 1.04656507106361 4
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 1.00938101289961 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal 1.00938101289961 4
CTX_LH_SUPERIORFRONTAL_SUVR 0.97734125549903 lh_superiorfrontal left lh_superiorfrontal NA 4
CTX_LH_SUPERIORPARIETAL_SUVR 1.0060814016319 lh_superiorparietal left lh_superiorparietal 1.0060814016319 4
CTX_LH_SUPERIORTEMPORAL_SUVR 0.967537850875398 lh_superiortemporal left lh_superiortemporal NA 4
CTX_LH_SUPRAMARGINAL_SUVR 1.03875983959978 lh_supramarginal left lh_supramarginal 1.03875983959978 4
CTX_LH_TEMPORALPOLE_SUVR 0.895505513499136 lh_temporalpole left lh_temporalpole NA 4
CTX_LH_TRANSVERSETEMPORAL_SUVR 1.02746681811849 lh_transversetemporal left lh_transversetemporal 1.02746681811849 4
CTX_RH_BANKSSTS_SUVR 1.17970967343809 rh_bankssts right rh_bankssts 1.17970967343809 4
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 1.07545192447663 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate 1.07545192447663 4
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 1.03222830442297 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal 1.03222830442297 4
CTX_RH_CUNEUS_SUVR 1.05067632792281 rh_cuneus right rh_cuneus 1.05067632792281 4
CTX_RH_ENTORHINAL_SUVR 0.875608893369875 rh_entorhinal right rh_entorhinal NA 4
CTX_RH_FRONTALPOLE_SUVR 0.846236806741122 rh_frontalpole right rh_frontalpole NA 4
CTX_RH_FUSIFORM_SUVR 1.02253039623476 rh_fusiform right rh_fusiform 1.02253039623476 4
CTX_RH_INFERIORPARIETAL_SUVR 1.02844398548155 rh_inferiorparietal right rh_inferiorparietal 1.02844398548155 4
CTX_RH_INFERIORTEMPORAL_SUVR 0.99250545946422 rh_inferiortemporal right rh_inferiortemporal NA 4
CTX_RH_INSULA_SUVR 0.986872127883767 rh_insula right rh_insula NA 4
CTX_RH_ISTHMUSCINGULATE_SUVR 1.1053223578793 rh_isthmuscingulate right rh_isthmuscingulate 1.1053223578793 4
CTX_RH_LATERALOCCIPITAL_SUVR 1.03983721203819 rh_lateraloccipital right rh_lateraloccipital 1.03983721203819 4
CTX_RH_LATERALORBITOFRONTAL_SUVR 1.0623276567155 rh_lateralorbitofrontal right rh_lateralorbitofrontal 1.0623276567155 4
CTX_RH_LINGUAL_SUVR 0.992549509067919 rh_lingual right rh_lingual NA 4
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.98509624977177 rh_medialorbitofrontal right rh_medialorbitofrontal NA 4
CTX_RH_MIDDLETEMPORAL_SUVR 0.96944702161682 rh_middletemporal right rh_middletemporal NA 4
CTX_RH_PARACENTRAL_SUVR 1.06169746359547 rh_paracentral right rh_paracentral 1.06169746359547 4
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.936183100057712 rh_parahippocampal right rh_parahippocampal NA 4
CTX_RH_PARSOPERCULARIS_SUVR 1.04502696380849 rh_parsopercularis right rh_parsopercularis 1.04502696380849 4
CTX_RH_PARSORBITALIS_SUVR 0.995698176547161 rh_parsorbitalis right rh_parsorbitalis NA 4
CTX_RH_PARSTRIANGULARIS_SUVR 1.03264453117514 rh_parstriangularis right rh_parstriangularis 1.03264453117514 4
CTX_RH_PERICALCARINE_SUVR 1.14707403621692 rh_pericalcarine right rh_pericalcarine 1.14707403621692 4
CTX_RH_POSTCENTRAL_SUVR 0.980585511321888 rh_postcentral right rh_postcentral NA 4
CTX_RH_POSTERIORCINGULATE_SUVR 1.08542060735124 rh_posteriorcingulate right rh_posteriorcingulate 1.08542060735124 4
CTX_RH_PRECENTRAL_SUVR 1.05246110548292 rh_precentral right rh_precentral 1.05246110548292 4
CTX_RH_PRECUNEUS_SUVR 1.06433455038561 rh_precuneus right rh_precuneus 1.06433455038561 4
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 1.05163717554599 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate 1.05163717554599 4
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 1.01377760477754 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal 1.01377760477754 4
CTX_RH_SUPERIORFRONTAL_SUVR 0.974689794742283 rh_superiorfrontal right rh_superiorfrontal NA 4
CTX_RH_SUPERIORPARIETAL_SUVR 0.986360970548955 rh_superiorparietal right rh_superiorparietal NA 4
CTX_RH_SUPERIORTEMPORAL_SUVR 0.950812825491124 rh_superiortemporal right rh_superiortemporal NA 4
CTX_RH_SUPRAMARGINAL_SUVR 1.02037962974021 rh_supramarginal right rh_supramarginal 1.02037962974021 4
CTX_RH_TEMPORALPOLE_SUVR 0.882542871884768 rh_temporalpole right rh_temporalpole NA 4
CTX_RH_TRANSVERSETEMPORAL_SUVR 1.00005525300076 rh_transversetemporal right rh_transversetemporal 1.00005525300076 4
CTX_LH_BANKSSTS_SUVR 1.15517702617718 lh_bankssts left lh_bankssts 1.15517702617718 5
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 1.07888507343894 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate 1.07888507343894 5
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 1.02778548107198 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal 1.02778548107198 5
CTX_LH_CUNEUS_SUVR 1.06171446985042 lh_cuneus left lh_cuneus 1.06171446985042 5
CTX_LH_ENTORHINAL_SUVR 0.87011769349384 lh_entorhinal left lh_entorhinal NA 5
CTX_LH_FRONTALPOLE_SUVR 0.783172575779734 lh_frontalpole left lh_frontalpole NA 5
CTX_LH_FUSIFORM_SUVR 1.02892185579317 lh_fusiform left lh_fusiform 1.02892185579317 5
CTX_LH_INFERIORPARIETAL_SUVR 1.01974439574202 lh_inferiorparietal left lh_inferiorparietal 1.01974439574202 5
CTX_LH_INFERIORTEMPORAL_SUVR 0.987200923071442 lh_inferiortemporal left lh_inferiortemporal NA 5
CTX_LH_INSULA_SUVR 0.97157093342593 lh_insula left lh_insula NA 5
CTX_LH_ISTHMUSCINGULATE_SUVR 1.08541459935959 lh_isthmuscingulate left lh_isthmuscingulate 1.08541459935959 5
CTX_LH_LATERALOCCIPITAL_SUVR 1.04061045372442 lh_lateraloccipital left lh_lateraloccipital 1.04061045372442 5
CTX_LH_LATERALORBITOFRONTAL_SUVR 1.03641162833995 lh_lateralorbitofrontal left lh_lateralorbitofrontal 1.03641162833995 5
CTX_LH_LINGUAL_SUVR 1.0027187020351 lh_lingual left lh_lingual 1.0027187020351 5
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.945388942402101 lh_medialorbitofrontal left lh_medialorbitofrontal NA 5
CTX_LH_MIDDLETEMPORAL_SUVR 0.941741422211662 lh_middletemporal left lh_middletemporal NA 5
CTX_LH_PARACENTRAL_SUVR 1.04977801710642 lh_paracentral left lh_paracentral 1.04977801710642 5
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.912115722246624 lh_parahippocampal left lh_parahippocampal NA 5
CTX_LH_PARSOPERCULARIS_SUVR 0.999020570737593 lh_parsopercularis left lh_parsopercularis NA 5
CTX_LH_PARSORBITALIS_SUVR 0.953639240858548 lh_parsorbitalis left lh_parsorbitalis NA 5
CTX_LH_PARSTRIANGULARIS_SUVR 1.01652231602311 lh_parstriangularis left lh_parstriangularis 1.01652231602311 5
CTX_LH_PERICALCARINE_SUVR 1.18501767942766 lh_pericalcarine left lh_pericalcarine 1.18501767942766 5
CTX_LH_POSTCENTRAL_SUVR 0.970011593916812 lh_postcentral left lh_postcentral NA 5
CTX_LH_POSTERIORCINGULATE_SUVR 1.07423646211836 lh_posteriorcingulate left lh_posteriorcingulate 1.07423646211836 5
CTX_LH_PRECENTRAL_SUVR 1.03739321679703 lh_precentral left lh_precentral 1.03739321679703 5
CTX_LH_PRECUNEUS_SUVR 1.0426840054515 lh_precuneus left lh_precuneus 1.0426840054515 5
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 1.01688714479204 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate 1.01688714479204 5
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.979032080449416 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 5
CTX_LH_SUPERIORFRONTAL_SUVR 0.951069313914539 lh_superiorfrontal left lh_superiorfrontal NA 5
CTX_LH_SUPERIORPARIETAL_SUVR 0.981152133845 lh_superiorparietal left lh_superiorparietal NA 5
CTX_LH_SUPERIORTEMPORAL_SUVR 0.949893286453322 lh_superiortemporal left lh_superiortemporal NA 5
CTX_LH_SUPRAMARGINAL_SUVR 1.01390516903031 lh_supramarginal left lh_supramarginal 1.01390516903031 5
CTX_LH_TEMPORALPOLE_SUVR 0.88541470524066 lh_temporalpole left lh_temporalpole NA 5
CTX_LH_TRANSVERSETEMPORAL_SUVR 1.01375983438796 lh_transversetemporal left lh_transversetemporal 1.01375983438796 5
CTX_RH_BANKSSTS_SUVR 1.15132151339974 rh_bankssts right rh_bankssts 1.15132151339974 5
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 1.04677804009518 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate 1.04677804009518 5
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 1.00868504629378 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal 1.00868504629378 5
CTX_RH_CUNEUS_SUVR 1.04178989503462 rh_cuneus right rh_cuneus 1.04178989503462 5
CTX_RH_ENTORHINAL_SUVR 0.866463045966367 rh_entorhinal right rh_entorhinal NA 5
CTX_RH_FRONTALPOLE_SUVR 0.813826545647233 rh_frontalpole right rh_frontalpole NA 5
CTX_RH_FUSIFORM_SUVR 1.00587862108056 rh_fusiform right rh_fusiform 1.00587862108056 5
CTX_RH_INFERIORPARIETAL_SUVR 1.00216155093762 rh_inferiorparietal right rh_inferiorparietal 1.00216155093762 5
CTX_RH_INFERIORTEMPORAL_SUVR 0.970475922390474 rh_inferiortemporal right rh_inferiortemporal NA 5
CTX_RH_INSULA_SUVR 0.969107165988542 rh_insula right rh_insula NA 5
CTX_RH_ISTHMUSCINGULATE_SUVR 1.07722632434286 rh_isthmuscingulate right rh_isthmuscingulate 1.07722632434286 5
CTX_RH_LATERALOCCIPITAL_SUVR 1.02401113012275 rh_lateraloccipital right rh_lateraloccipital 1.02401113012275 5
CTX_RH_LATERALORBITOFRONTAL_SUVR 1.03465611920858 rh_lateralorbitofrontal right rh_lateralorbitofrontal 1.03465611920858 5
CTX_RH_LINGUAL_SUVR 0.982533197892763 rh_lingual right rh_lingual NA 5
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.951117612429211 rh_medialorbitofrontal right rh_medialorbitofrontal NA 5
CTX_RH_MIDDLETEMPORAL_SUVR 0.946437721466989 rh_middletemporal right rh_middletemporal NA 5
CTX_RH_PARACENTRAL_SUVR 1.03980091649285 rh_paracentral right rh_paracentral 1.03980091649285 5
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.922320556123112 rh_parahippocampal right rh_parahippocampal NA 5
CTX_RH_PARSOPERCULARIS_SUVR 1.0192212118688 rh_parsopercularis right rh_parsopercularis 1.0192212118688 5
CTX_RH_PARSORBITALIS_SUVR 0.967179588832651 rh_parsorbitalis right rh_parsorbitalis NA 5
CTX_RH_PARSTRIANGULARIS_SUVR 1.00343552892185 rh_parstriangularis right rh_parstriangularis 1.00343552892185 5
CTX_RH_PERICALCARINE_SUVR 1.13440028259665 rh_pericalcarine right rh_pericalcarine 1.13440028259665 5
CTX_RH_POSTCENTRAL_SUVR 0.966836423272083 rh_postcentral right rh_postcentral NA 5
CTX_RH_POSTERIORCINGULATE_SUVR 1.05207304292387 rh_posteriorcingulate right rh_posteriorcingulate 1.05207304292387 5
CTX_RH_PRECENTRAL_SUVR 1.03926162471684 rh_precentral right rh_precentral 1.03926162471684 5
CTX_RH_PRECUNEUS_SUVR 1.0298151104558 rh_precuneus right rh_precuneus 1.0298151104558 5
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 1.02085764736549 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate 1.02085764736549 5
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.982441585432166 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 5
CTX_RH_SUPERIORFRONTAL_SUVR 0.947131912452577 rh_superiorfrontal right rh_superiorfrontal NA 5
CTX_RH_SUPERIORPARIETAL_SUVR 0.963026519139199 rh_superiorparietal right rh_superiorparietal NA 5
CTX_RH_SUPERIORTEMPORAL_SUVR 0.933191093350279 rh_superiortemporal right rh_superiortemporal NA 5
CTX_RH_SUPRAMARGINAL_SUVR 0.996985213296265 rh_supramarginal right rh_supramarginal NA 5
CTX_RH_TEMPORALPOLE_SUVR 0.872114805488134 rh_temporalpole right rh_temporalpole NA 5
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.990594326881644 rh_transversetemporal right rh_transversetemporal NA 5
CTX_LH_BANKSSTS_SUVR 1.12767109273677 lh_bankssts left lh_bankssts 1.12767109273677 6
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 1.05028845367346 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate 1.05028845367346 6
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 1.00311653985233 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal 1.00311653985233 6
CTX_LH_CUNEUS_SUVR 1.05059513741026 lh_cuneus left lh_cuneus 1.05059513741026 6
CTX_LH_ENTORHINAL_SUVR 0.860295110906331 lh_entorhinal left lh_entorhinal NA 6
CTX_LH_FRONTALPOLE_SUVR 0.752854082495712 lh_frontalpole left lh_frontalpole NA 6
CTX_LH_FUSIFORM_SUVR 1.01027238998182 lh_fusiform left lh_fusiform 1.01027238998182 6
CTX_LH_INFERIORPARIETAL_SUVR 0.992147502491421 lh_inferiorparietal left lh_inferiorparietal NA 6
CTX_LH_INFERIORTEMPORAL_SUVR 0.962071210249578 lh_inferiortemporal left lh_inferiortemporal NA 6
CTX_LH_INSULA_SUVR 0.952095936370003 lh_insula left lh_insula NA 6
CTX_LH_ISTHMUSCINGULATE_SUVR 1.05676957219028 lh_isthmuscingulate left lh_isthmuscingulate 1.05676957219028 6
CTX_LH_LATERALOCCIPITAL_SUVR 1.02399492204149 lh_lateraloccipital left lh_lateraloccipital 1.02399492204149 6
CTX_LH_LATERALORBITOFRONTAL_SUVR 1.00879189150894 lh_lateralorbitofrontal left lh_lateralorbitofrontal 1.00879189150894 6
CTX_LH_LINGUAL_SUVR 0.991535364991819 lh_lingual left lh_lingual NA 6
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.913903169889847 lh_medialorbitofrontal left lh_medialorbitofrontal NA 6
CTX_LH_MIDDLETEMPORAL_SUVR 0.917726976832139 lh_middletemporal left lh_middletemporal NA 6
CTX_LH_PARACENTRAL_SUVR 1.03001371073866 lh_paracentral left lh_paracentral 1.03001371073866 6
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.896766818169485 lh_parahippocampal left lh_parahippocampal NA 6
CTX_LH_PARSOPERCULARIS_SUVR 0.972334088306005 lh_parsopercularis left lh_parsopercularis NA 6
CTX_LH_PARSORBITALIS_SUVR 0.926601631354122 lh_parsorbitalis left lh_parsorbitalis NA 6
CTX_LH_PARSTRIANGULARIS_SUVR 0.988403274168042 lh_parstriangularis left lh_parstriangularis NA 6
CTX_LH_PERICALCARINE_SUVR 1.1729763769698 lh_pericalcarine left lh_pericalcarine 1.1729763769698 6
CTX_LH_POSTCENTRAL_SUVR 0.955278754817669 lh_postcentral left lh_postcentral NA 6
CTX_LH_POSTERIORCINGULATE_SUVR 1.04233334745943 lh_posteriorcingulate left lh_posteriorcingulate 1.04233334745943 6
CTX_LH_PRECENTRAL_SUVR 1.0230212963078 lh_precentral left lh_precentral 1.0230212963078 6
CTX_LH_PRECUNEUS_SUVR 1.00867298804786 lh_precuneus left lh_precuneus 1.00867298804786 6
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 0.987209218520472 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate NA 6
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.948683147999227 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 6
CTX_LH_SUPERIORFRONTAL_SUVR 0.924797372330049 lh_superiorfrontal left lh_superiorfrontal NA 6
CTX_LH_SUPERIORPARIETAL_SUVR 0.956222866058101 lh_superiorparietal left lh_superiorparietal NA 6
CTX_LH_SUPERIORTEMPORAL_SUVR 0.932248722031246 lh_superiortemporal left lh_superiortemporal NA 6
CTX_LH_SUPRAMARGINAL_SUVR 0.989050498460831 lh_supramarginal left lh_supramarginal NA 6
CTX_LH_TEMPORALPOLE_SUVR 0.875323896982184 lh_temporalpole left lh_temporalpole NA 6
CTX_LH_TRANSVERSETEMPORAL_SUVR 1.00005285065744 lh_transversetemporal left lh_transversetemporal 1.00005285065744 6
CTX_RH_BANKSSTS_SUVR 1.12293335336139 rh_bankssts right rh_bankssts 1.12293335336139 6
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 1.01810415571374 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate 1.01810415571374 6
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 0.985141788164581 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal NA 6
CTX_RH_CUNEUS_SUVR 1.03290346214644 rh_cuneus right rh_cuneus 1.03290346214644 6
CTX_RH_ENTORHINAL_SUVR 0.857317198562859 rh_entorhinal right rh_entorhinal NA 6
CTX_RH_FRONTALPOLE_SUVR 0.781416284553345 rh_frontalpole right rh_frontalpole NA 6
CTX_RH_FUSIFORM_SUVR 0.989226845926353 rh_fusiform right rh_fusiform NA 6
CTX_RH_INFERIORPARIETAL_SUVR 0.975879116393694 rh_inferiorparietal right rh_inferiorparietal NA 6
CTX_RH_INFERIORTEMPORAL_SUVR 0.948446385316729 rh_inferiortemporal right rh_inferiortemporal NA 6
CTX_RH_INSULA_SUVR 0.951342204093317 rh_insula right rh_insula NA 6
CTX_RH_ISTHMUSCINGULATE_SUVR 1.04913029080642 rh_isthmuscingulate right rh_isthmuscingulate 1.04913029080642 6
CTX_RH_LATERALOCCIPITAL_SUVR 1.00818504820732 rh_lateraloccipital right rh_lateraloccipital 1.00818504820732 6
CTX_RH_LATERALORBITOFRONTAL_SUVR 1.00698458170165 rh_lateralorbitofrontal right rh_lateralorbitofrontal 1.00698458170165 6
CTX_RH_LINGUAL_SUVR 0.972516886717607 rh_lingual right rh_lingual NA 6
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.917138975086651 rh_medialorbitofrontal right rh_medialorbitofrontal NA 6
CTX_RH_MIDDLETEMPORAL_SUVR 0.923428421317158 rh_middletemporal right rh_middletemporal NA 6
CTX_RH_PARACENTRAL_SUVR 1.01790436939022 rh_paracentral right rh_paracentral 1.01790436939022 6
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.908458012188511 rh_parahippocampal right rh_parahippocampal NA 6
CTX_RH_PARSOPERCULARIS_SUVR 0.993415459929102 rh_parsopercularis right rh_parsopercularis NA 6
CTX_RH_PARSORBITALIS_SUVR 0.93866100111814 rh_parsorbitalis right rh_parsorbitalis NA 6
CTX_RH_PARSTRIANGULARIS_SUVR 0.974226526668547 rh_parstriangularis right rh_parstriangularis NA 6
CTX_RH_PERICALCARINE_SUVR 1.12172652897638 rh_pericalcarine right rh_pericalcarine 1.12172652897638 6
CTX_RH_POSTCENTRAL_SUVR 0.953087335222278 rh_postcentral right rh_postcentral NA 6
CTX_RH_POSTERIORCINGULATE_SUVR 1.0187254784965 rh_posteriorcingulate right rh_posteriorcingulate 1.0187254784965 6
CTX_RH_PRECENTRAL_SUVR 1.02606214395077 rh_precentral right rh_precentral 1.02606214395077 6
CTX_RH_PRECUNEUS_SUVR 0.995295670525999 rh_precuneus right rh_precuneus NA 6
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 0.990078119184998 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate NA 6
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.951105566086789 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 6
CTX_RH_SUPERIORFRONTAL_SUVR 0.919574030162871 rh_superiorfrontal right rh_superiorfrontal NA 6
CTX_RH_SUPERIORPARIETAL_SUVR 0.939692067729443 rh_superiorparietal right rh_superiorparietal NA 6
CTX_RH_SUPERIORTEMPORAL_SUVR 0.915569361209434 rh_superiortemporal right rh_superiortemporal NA 6
CTX_RH_SUPRAMARGINAL_SUVR 0.97359079685232 rh_supramarginal right rh_supramarginal NA 6
CTX_RH_TEMPORALPOLE_SUVR 0.861686739091501 rh_temporalpole right rh_temporalpole NA 6
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.981133400762524 rh_transversetemporal right rh_transversetemporal NA 6
CTX_LH_BANKSSTS_SUVR 1.10016515929636 lh_bankssts left lh_bankssts 1.10016515929636 7
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 1.02169183390799 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate 1.02169183390799 7
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 0.978447598632679 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal NA 7
CTX_LH_CUNEUS_SUVR 1.0394758049701 lh_cuneus left lh_cuneus 1.0394758049701 7
CTX_LH_ENTORHINAL_SUVR 0.850472528318822 lh_entorhinal left lh_entorhinal NA 7
CTX_LH_FRONTALPOLE_SUVR 0.72253558921169 lh_frontalpole left lh_frontalpole NA 7
CTX_LH_FUSIFORM_SUVR 0.991622924170481 lh_fusiform left lh_fusiform NA 7
CTX_LH_INFERIORPARIETAL_SUVR 0.964550609240824 lh_inferiorparietal left lh_inferiorparietal NA 7
CTX_LH_INFERIORTEMPORAL_SUVR 0.936941497427715 lh_inferiortemporal left lh_inferiortemporal NA 7
CTX_LH_INSULA_SUVR 0.932620939314075 lh_insula left lh_insula NA 7
CTX_LH_ISTHMUSCINGULATE_SUVR 1.02812454502097 lh_isthmuscingulate left lh_isthmuscingulate 1.02812454502097 7
CTX_LH_LATERALOCCIPITAL_SUVR 1.00737939035855 lh_lateraloccipital left lh_lateraloccipital 1.00737939035855 7
CTX_LH_LATERALORBITOFRONTAL_SUVR 0.981172154677939 lh_lateralorbitofrontal left lh_lateralorbitofrontal NA 7
CTX_LH_LINGUAL_SUVR 0.980352027948538 lh_lingual left lh_lingual NA 7
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.882417397377593 lh_medialorbitofrontal left lh_medialorbitofrontal NA 7
CTX_LH_MIDDLETEMPORAL_SUVR 0.893712531452617 lh_middletemporal left lh_middletemporal NA 7
CTX_LH_PARACENTRAL_SUVR 1.0102494043709 lh_paracentral left lh_paracentral 1.0102494043709 7
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.881417914092345 lh_parahippocampal left lh_parahippocampal NA 7
CTX_LH_PARSOPERCULARIS_SUVR 0.945647605874418 lh_parsopercularis left lh_parsopercularis NA 7
CTX_LH_PARSORBITALIS_SUVR 0.899564021849697 lh_parsorbitalis left lh_parsorbitalis NA 7
CTX_LH_PARSTRIANGULARIS_SUVR 0.960284232312977 lh_parstriangularis left lh_parstriangularis NA 7
CTX_LH_PERICALCARINE_SUVR 1.16093507451193 lh_pericalcarine left lh_pericalcarine 1.16093507451193 7
CTX_LH_POSTCENTRAL_SUVR 0.940545915718526 lh_postcentral left lh_postcentral NA 7
CTX_LH_POSTERIORCINGULATE_SUVR 1.01043023280049 lh_posteriorcingulate left lh_posteriorcingulate 1.01043023280049 7
CTX_LH_PRECENTRAL_SUVR 1.00864937581856 lh_precentral left lh_precentral 1.00864937581856 7
CTX_LH_PRECUNEUS_SUVR 0.974661970644228 lh_precuneus left lh_precuneus NA 7
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 0.957531292248902 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate NA 7
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.918334215549038 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 7
CTX_LH_SUPERIORFRONTAL_SUVR 0.898525430745559 lh_superiorfrontal left lh_superiorfrontal NA 7
CTX_LH_SUPERIORPARIETAL_SUVR 0.931293598271202 lh_superiorparietal left lh_superiorparietal NA 7
CTX_LH_SUPERIORTEMPORAL_SUVR 0.91460415760917 lh_superiortemporal left lh_superiortemporal NA 7
CTX_LH_SUPRAMARGINAL_SUVR 0.964195827891356 lh_supramarginal left lh_supramarginal NA 7
CTX_LH_TEMPORALPOLE_SUVR 0.865233088723708 lh_temporalpole left lh_temporalpole NA 7
CTX_LH_TRANSVERSETEMPORAL_SUVR 0.986345866926921 lh_transversetemporal left lh_transversetemporal NA 7
CTX_RH_BANKSSTS_SUVR 1.09454519332305 rh_bankssts right rh_bankssts 1.09454519332305 7
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 0.989430271332291 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate NA 7
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 0.961598530035386 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal NA 7
CTX_RH_CUNEUS_SUVR 1.02401702925825 rh_cuneus right rh_cuneus 1.02401702925825 7
CTX_RH_ENTORHINAL_SUVR 0.84817135115935 rh_entorhinal right rh_entorhinal NA 7
CTX_RH_FRONTALPOLE_SUVR 0.749006023459456 rh_frontalpole right rh_frontalpole NA 7
CTX_RH_FUSIFORM_SUVR 0.972575070772149 rh_fusiform right rh_fusiform NA 7
CTX_RH_INFERIORPARIETAL_SUVR 0.949596681849768 rh_inferiorparietal right rh_inferiorparietal NA 7
CTX_RH_INFERIORTEMPORAL_SUVR 0.926416848242983 rh_inferiortemporal right rh_inferiortemporal NA 7
CTX_RH_INSULA_SUVR 0.933577242198091 rh_insula right rh_insula NA 7
CTX_RH_ISTHMUSCINGULATE_SUVR 1.02103425726998 rh_isthmuscingulate right rh_isthmuscingulate 1.02103425726998 7
CTX_RH_LATERALOCCIPITAL_SUVR 0.992358966291888 rh_lateraloccipital right rh_lateraloccipital NA 7
CTX_RH_LATERALORBITOFRONTAL_SUVR 0.979313044194733 rh_lateralorbitofrontal right rh_lateralorbitofrontal NA 7
CTX_RH_LINGUAL_SUVR 0.962500575542451 rh_lingual right rh_lingual NA 7
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.883160337744092 rh_medialorbitofrontal right rh_medialorbitofrontal NA 7
CTX_RH_MIDDLETEMPORAL_SUVR 0.900419121167328 rh_middletemporal right rh_middletemporal NA 7
CTX_RH_PARACENTRAL_SUVR 0.996007822287604 rh_paracentral right rh_paracentral NA 7
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.89459546825391 rh_parahippocampal right rh_parahippocampal NA 7
