ROI SUVR plotrois hemi label SUVR_above_reference predictedYearsBeforepredAB
CTX_RH_PARSOPERCULARIS_SUVR 0.967609707989409 rh_parsopercularis right rh_parsopercularis NA 7
CTX_RH_PARSORBITALIS_SUVR 0.91014241340363 rh_parsorbitalis right rh_parsorbitalis NA 7
CTX_RH_PARSTRIANGULARIS_SUVR 0.945017524415248 rh_parstriangularis right rh_parstriangularis NA 7
CTX_RH_PERICALCARINE_SUVR 1.10905277535611 rh_pericalcarine right rh_pericalcarine 1.10905277535611 7
CTX_RH_POSTCENTRAL_SUVR 0.939338247172474 rh_postcentral right rh_postcentral NA 7
CTX_RH_POSTERIORCINGULATE_SUVR 0.985377914069131 rh_posteriorcingulate right rh_posteriorcingulate NA 7
CTX_RH_PRECENTRAL_SUVR 1.0128626631847 rh_precentral right rh_precentral 1.0128626631847 7
CTX_RH_PRECUNEUS_SUVR 0.960776230596195 rh_precuneus right rh_precuneus NA 7
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 0.959298591004502 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate NA 7
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.919769546741413 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 7
CTX_RH_SUPERIORFRONTAL_SUVR 0.892016147873165 rh_superiorfrontal right rh_superiorfrontal NA 7
CTX_RH_SUPERIORPARIETAL_SUVR 0.916357616319687 rh_superiorparietal right rh_superiorparietal NA 7
CTX_RH_SUPERIORTEMPORAL_SUVR 0.897947629068589 rh_superiortemporal right rh_superiortemporal NA 7
CTX_RH_SUPRAMARGINAL_SUVR 0.950196380408374 rh_supramarginal right rh_supramarginal NA 7
CTX_RH_TEMPORALPOLE_SUVR 0.851258672694867 rh_temporalpole right rh_temporalpole NA 7
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.971672474643404 rh_transversetemporal right rh_transversetemporal NA 7
CTX_LH_BANKSSTS_SUVR 1.07265922585595 lh_bankssts left lh_bankssts 1.07265922585595 8
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 0.993095214142513 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate NA 8
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 0.953778657413026 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal NA 8
CTX_LH_CUNEUS_SUVR 1.02835647252993 lh_cuneus left lh_cuneus 1.02835647252993 8
CTX_LH_ENTORHINAL_SUVR 0.840649945731312 lh_entorhinal left lh_entorhinal NA 8
CTX_LH_FRONTALPOLE_SUVR 0.692217095927669 lh_frontalpole left lh_frontalpole NA 8
CTX_LH_FUSIFORM_SUVR 0.972973458359138 lh_fusiform left lh_fusiform NA 8
CTX_LH_INFERIORPARIETAL_SUVR 0.936953715990227 lh_inferiorparietal left lh_inferiorparietal NA 8
CTX_LH_INFERIORTEMPORAL_SUVR 0.911811784605851 lh_inferiortemporal left lh_inferiortemporal NA 8
CTX_LH_INSULA_SUVR 0.913145942258148 lh_insula left lh_insula NA 8
CTX_LH_ISTHMUSCINGULATE_SUVR 0.999479517851659 lh_isthmuscingulate left lh_isthmuscingulate NA 8
CTX_LH_LATERALOCCIPITAL_SUVR 0.990763858675612 lh_lateraloccipital left lh_lateraloccipital NA 8
CTX_LH_LATERALORBITOFRONTAL_SUVR 0.953552417846935 lh_lateralorbitofrontal left lh_lateralorbitofrontal NA 8
CTX_LH_LINGUAL_SUVR 0.969168690905257 lh_lingual left lh_lingual NA 8
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.85093162486534 lh_medialorbitofrontal left lh_medialorbitofrontal NA 8
CTX_LH_MIDDLETEMPORAL_SUVR 0.869698086073094 lh_middletemporal left lh_middletemporal NA 8
CTX_LH_PARACENTRAL_SUVR 0.990485098003146 lh_paracentral left lh_paracentral NA 8
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.866069010015205 lh_parahippocampal left lh_parahippocampal NA 8
CTX_LH_PARSOPERCULARIS_SUVR 0.918961123442831 lh_parsopercularis left lh_parsopercularis NA 8
CTX_LH_PARSORBITALIS_SUVR 0.872526412345271 lh_parsorbitalis left lh_parsorbitalis NA 8
CTX_LH_PARSTRIANGULARIS_SUVR 0.932165190457911 lh_parstriangularis left lh_parstriangularis NA 8
CTX_LH_PERICALCARINE_SUVR 1.14889377205407 lh_pericalcarine left lh_pericalcarine 1.14889377205407 8
CTX_LH_POSTCENTRAL_SUVR 0.925813076619383 lh_postcentral left lh_postcentral NA 8
CTX_LH_POSTERIORCINGULATE_SUVR 0.978527118141555 lh_posteriorcingulate left lh_posteriorcingulate NA 8
CTX_LH_PRECENTRAL_SUVR 0.994277455329326 lh_precentral left lh_precentral NA 8
CTX_LH_PRECUNEUS_SUVR 0.940650953240591 lh_precuneus left lh_precuneus NA 8
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 0.927853365977332 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate NA 8
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.887985283098849 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 8
CTX_LH_SUPERIORFRONTAL_SUVR 0.872253489161068 lh_superiorfrontal left lh_superiorfrontal NA 8
CTX_LH_SUPERIORPARIETAL_SUVR 0.906364330484303 lh_superiorparietal left lh_superiorparietal NA 8
CTX_LH_SUPERIORTEMPORAL_SUVR 0.896959593187094 lh_superiortemporal left lh_superiortemporal NA 8
CTX_LH_SUPRAMARGINAL_SUVR 0.93934115732188 lh_supramarginal left lh_supramarginal NA 8
CTX_LH_TEMPORALPOLE_SUVR 0.855142280465231 lh_temporalpole left lh_temporalpole NA 8
CTX_LH_TRANSVERSETEMPORAL_SUVR 0.9726388831964 lh_transversetemporal left lh_transversetemporal NA 8
CTX_RH_BANKSSTS_SUVR 1.0661570332847 rh_bankssts right rh_bankssts 1.0661570332847 8
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 0.960756386950846 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate NA 8
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 0.938055271906191 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal NA 8
CTX_RH_CUNEUS_SUVR 1.01513059637007 rh_cuneus right rh_cuneus 1.01513059637007 8
CTX_RH_ENTORHINAL_SUVR 0.839025503755842 rh_entorhinal right rh_entorhinal NA 8
CTX_RH_FRONTALPOLE_SUVR 0.716595762365568 rh_frontalpole right rh_frontalpole NA 8
CTX_RH_FUSIFORM_SUVR 0.955923295617945 rh_fusiform right rh_fusiform NA 8
CTX_RH_INFERIORPARIETAL_SUVR 0.923314247305842 rh_inferiorparietal right rh_inferiorparietal NA 8
CTX_RH_INFERIORTEMPORAL_SUVR 0.904387311169238 rh_inferiortemporal right rh_inferiortemporal NA 8
CTX_RH_INSULA_SUVR 0.915812280302866 rh_insula right rh_insula NA 8
CTX_RH_ISTHMUSCINGULATE_SUVR 0.992938223733539 rh_isthmuscingulate right rh_isthmuscingulate NA 8
CTX_RH_LATERALOCCIPITAL_SUVR 0.976532884376455 rh_lateraloccipital right rh_lateraloccipital NA 8
CTX_RH_LATERALORBITOFRONTAL_SUVR 0.951641506687811 rh_lateralorbitofrontal right rh_lateralorbitofrontal NA 8
CTX_RH_LINGUAL_SUVR 0.952484264367296 rh_lingual right rh_lingual NA 8
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.849181700401533 rh_medialorbitofrontal right rh_medialorbitofrontal NA 8
CTX_RH_MIDDLETEMPORAL_SUVR 0.877409821017497 rh_middletemporal right rh_middletemporal NA 8
CTX_RH_PARACENTRAL_SUVR 0.974111275184983 rh_paracentral right rh_paracentral NA 8
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.880732924319309 rh_parahippocampal right rh_parahippocampal NA 8
CTX_RH_PARSOPERCULARIS_SUVR 0.941803956049716 rh_parsopercularis right rh_parsopercularis NA 8
CTX_RH_PARSORBITALIS_SUVR 0.88162382568912 rh_parsorbitalis right rh_parsorbitalis NA 8
CTX_RH_PARSTRIANGULARIS_SUVR 0.91580852216195 rh_parstriangularis right rh_parstriangularis NA 8
CTX_RH_PERICALCARINE_SUVR 1.09637902173584 rh_pericalcarine right rh_pericalcarine 1.09637902173584 8
CTX_RH_POSTCENTRAL_SUVR 0.925589159122669 rh_postcentral right rh_postcentral NA 8
CTX_RH_POSTERIORCINGULATE_SUVR 0.952030349641761 rh_posteriorcingulate right rh_posteriorcingulate NA 8
CTX_RH_PRECENTRAL_SUVR 0.999663182418629 rh_precentral right rh_precentral NA 8
CTX_RH_PRECUNEUS_SUVR 0.92625679066639 rh_precuneus right rh_precuneus NA 8
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 0.928519062824006 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate NA 8
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.888433527396036 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 8
CTX_RH_SUPERIORFRONTAL_SUVR 0.864458265583458 rh_superiorfrontal right rh_superiorfrontal NA 8
CTX_RH_SUPERIORPARIETAL_SUVR 0.893023164909931 rh_superiorparietal right rh_superiorparietal NA 8
CTX_RH_SUPERIORTEMPORAL_SUVR 0.880325896927745 rh_superiortemporal right rh_superiortemporal NA 8
CTX_RH_SUPRAMARGINAL_SUVR 0.926801963964429 rh_supramarginal right rh_supramarginal NA 8
CTX_RH_TEMPORALPOLE_SUVR 0.840830606298233 rh_temporalpole right rh_temporalpole NA 8
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.962211548524284 rh_transversetemporal right rh_transversetemporal NA 8
CTX_LH_BANKSSTS_SUVR 1.04515329241554 lh_bankssts left lh_bankssts 1.04515329241554 9
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 0.964498594377037 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate NA 9
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 0.929109716193374 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal NA 9
CTX_LH_CUNEUS_SUVR 1.01723714008977 lh_cuneus left lh_cuneus 1.01723714008977 9
CTX_LH_ENTORHINAL_SUVR 0.830827363143803 lh_entorhinal left lh_entorhinal NA 9
CTX_LH_FRONTALPOLE_SUVR 0.661898602643647 lh_frontalpole left lh_frontalpole NA 9
CTX_LH_FUSIFORM_SUVR 0.954323992547794 lh_fusiform left lh_fusiform NA 9
CTX_LH_INFERIORPARIETAL_SUVR 0.909356822739631 lh_inferiorparietal left lh_inferiorparietal NA 9
CTX_LH_INFERIORTEMPORAL_SUVR 0.886682071783987 lh_inferiortemporal left lh_inferiortemporal NA 9
CTX_LH_INSULA_SUVR 0.89367094520222 lh_insula left lh_insula NA 9
CTX_LH_ISTHMUSCINGULATE_SUVR 0.970834490682349 lh_isthmuscingulate left lh_isthmuscingulate NA 9
CTX_LH_LATERALOCCIPITAL_SUVR 0.974148326992676 lh_lateraloccipital left lh_lateraloccipital NA 9
CTX_LH_LATERALORBITOFRONTAL_SUVR 0.925932681015931 lh_lateralorbitofrontal left lh_lateralorbitofrontal NA 9
CTX_LH_LINGUAL_SUVR 0.957985353861975 lh_lingual left lh_lingual NA 9
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.819445852353086 lh_medialorbitofrontal left lh_medialorbitofrontal NA 9
CTX_LH_MIDDLETEMPORAL_SUVR 0.845683640693571 lh_middletemporal left lh_middletemporal NA 9
CTX_LH_PARACENTRAL_SUVR 0.970720791635389 lh_paracentral left lh_paracentral NA 9
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.850720105938065 lh_parahippocampal left lh_parahippocampal NA 9
CTX_LH_PARSOPERCULARIS_SUVR 0.892274641011243 lh_parsopercularis left lh_parsopercularis NA 9
CTX_LH_PARSORBITALIS_SUVR 0.845488802840846 lh_parsorbitalis left lh_parsorbitalis NA 9
CTX_LH_PARSTRIANGULARIS_SUVR 0.904046148602845 lh_parstriangularis left lh_parstriangularis NA 9
CTX_LH_PERICALCARINE_SUVR 1.13685246959621 lh_pericalcarine left lh_pericalcarine 1.13685246959621 9
CTX_LH_POSTCENTRAL_SUVR 0.911080237520239 lh_postcentral left lh_postcentral NA 9
CTX_LH_POSTERIORCINGULATE_SUVR 0.946624003482619 lh_posteriorcingulate left lh_posteriorcingulate NA 9
CTX_LH_PRECENTRAL_SUVR 0.979905534840091 lh_precentral left lh_precentral NA 9
CTX_LH_PRECUNEUS_SUVR 0.906639935836954 lh_precuneus left lh_precuneus NA 9
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 0.898175439705762 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate NA 9
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.85763635064866 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 9
CTX_LH_SUPERIORFRONTAL_SUVR 0.845981547576578 lh_superiorfrontal left lh_superiorfrontal NA 9
CTX_LH_SUPERIORPARIETAL_SUVR 0.881435062697404 lh_superiorparietal left lh_superiorparietal NA 9
CTX_LH_SUPERIORTEMPORAL_SUVR 0.879315028765018 lh_superiortemporal left lh_superiortemporal NA 9
CTX_LH_SUPRAMARGINAL_SUVR 0.914486486752405 lh_supramarginal left lh_supramarginal NA 9
CTX_LH_TEMPORALPOLE_SUVR 0.845051472206755 lh_temporalpole left lh_temporalpole NA 9
CTX_LH_TRANSVERSETEMPORAL_SUVR 0.958931899465878 lh_transversetemporal left lh_transversetemporal NA 9
CTX_RH_BANKSSTS_SUVR 1.03776887324635 rh_bankssts right rh_bankssts 1.03776887324635 9
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 0.932082502569401 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate NA 9
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 0.914512013776996 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal NA 9
CTX_RH_CUNEUS_SUVR 1.00624416348189 rh_cuneus right rh_cuneus 1.00624416348189 9
CTX_RH_ENTORHINAL_SUVR 0.829879656352333 rh_entorhinal right rh_entorhinal NA 9
CTX_RH_FRONTALPOLE_SUVR 0.68418550127168 rh_frontalpole right rh_frontalpole NA 9
CTX_RH_FUSIFORM_SUVR 0.93927152046374 rh_fusiform right rh_fusiform NA 9
CTX_RH_INFERIORPARIETAL_SUVR 0.897031812761916 rh_inferiorparietal right rh_inferiorparietal NA 9
CTX_RH_INFERIORTEMPORAL_SUVR 0.882357774095492 rh_inferiortemporal right rh_inferiortemporal NA 9
CTX_RH_INSULA_SUVR 0.898047318407641 rh_insula right rh_insula NA 9
CTX_RH_ISTHMUSCINGULATE_SUVR 0.964842190197099 rh_isthmuscingulate right rh_isthmuscingulate NA 9
CTX_RH_LATERALOCCIPITAL_SUVR 0.960706802461021 rh_lateraloccipital right rh_lateraloccipital NA 9
CTX_RH_LATERALORBITOFRONTAL_SUVR 0.923969969180889 rh_lateralorbitofrontal right rh_lateralorbitofrontal NA 9
CTX_RH_LINGUAL_SUVR 0.94246795319214 rh_lingual right rh_lingual NA 9
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.815203063058973 rh_medialorbitofrontal right rh_medialorbitofrontal NA 9
CTX_RH_MIDDLETEMPORAL_SUVR 0.854400520867666 rh_middletemporal right rh_middletemporal NA 9
CTX_RH_PARACENTRAL_SUVR 0.952214728082363 rh_paracentral right rh_paracentral NA 9
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.866870380384709 rh_parahippocampal right rh_parahippocampal NA 9
CTX_RH_PARSOPERCULARIS_SUVR 0.915998204110022 rh_parsopercularis right rh_parsopercularis NA 9
CTX_RH_PARSORBITALIS_SUVR 0.853105237974609 rh_parsorbitalis right rh_parsorbitalis NA 9
CTX_RH_PARSTRIANGULARIS_SUVR 0.886599519908651 rh_parstriangularis right rh_parstriangularis NA 9
CTX_RH_PERICALCARINE_SUVR 1.08370526811556 rh_pericalcarine right rh_pericalcarine 1.08370526811556 9
CTX_RH_POSTCENTRAL_SUVR 0.911840071072864 rh_postcentral right rh_postcentral NA 9
CTX_RH_POSTERIORCINGULATE_SUVR 0.918682785214391 rh_posteriorcingulate right rh_posteriorcingulate NA 9
CTX_RH_PRECENTRAL_SUVR 0.986463701652556 rh_precentral right rh_precentral NA 9
CTX_RH_PRECUNEUS_SUVR 0.891737350736585 rh_precuneus right rh_precuneus NA 9
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 0.89773953464351 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate NA 9
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.85709750805066 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 9
CTX_RH_SUPERIORFRONTAL_SUVR 0.836900383293752 rh_superiorfrontal right rh_superiorfrontal NA 9
CTX_RH_SUPERIORPARIETAL_SUVR 0.869688713500176 rh_superiorparietal right rh_superiorparietal NA 9
CTX_RH_SUPERIORTEMPORAL_SUVR 0.8627041647869 rh_superiortemporal right rh_superiortemporal NA 9
CTX_RH_SUPRAMARGINAL_SUVR 0.903407547520483 rh_supramarginal right rh_supramarginal NA 9
CTX_RH_TEMPORALPOLE_SUVR 0.8304025399016 rh_temporalpole right rh_temporalpole NA 9
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.952750622405164 rh_transversetemporal right rh_transversetemporal NA 9
CTX_LH_BANKSSTS_SUVR 1.01764735897514 lh_bankssts left lh_bankssts 1.01764735897514 10
CTX_LH_CAUDALANTERIORCINGULATE_SUVR 0.935901974611562 lh_caudalanteriorcingulate left lh_caudalanteriorcingulate NA 10
CTX_LH_CAUDALMIDDLEFRONTAL_SUVR 0.904440774973722 lh_caudalmiddlefrontal left lh_caudalmiddlefrontal NA 10
CTX_LH_CUNEUS_SUVR 1.00611780764961 lh_cuneus left lh_cuneus 1.00611780764961 10
CTX_LH_ENTORHINAL_SUVR 0.821004780556294 lh_entorhinal left lh_entorhinal NA 10
CTX_LH_FRONTALPOLE_SUVR 0.631580109359625 lh_frontalpole left lh_frontalpole NA 10
CTX_LH_FUSIFORM_SUVR 0.935674526736451 lh_fusiform left lh_fusiform NA 10
CTX_LH_INFERIORPARIETAL_SUVR 0.881759929489034 lh_inferiorparietal left lh_inferiorparietal NA 10
CTX_LH_INFERIORTEMPORAL_SUVR 0.861552358962124 lh_inferiortemporal left lh_inferiortemporal NA 10
CTX_LH_INSULA_SUVR 0.874195948146293 lh_insula left lh_insula NA 10
CTX_LH_ISTHMUSCINGULATE_SUVR 0.942189463513038 lh_isthmuscingulate left lh_isthmuscingulate NA 10
CTX_LH_LATERALOCCIPITAL_SUVR 0.95753279530974 lh_lateraloccipital left lh_lateraloccipital NA 10
CTX_LH_LATERALORBITOFRONTAL_SUVR 0.898312944184927 lh_lateralorbitofrontal left lh_lateralorbitofrontal NA 10
CTX_LH_LINGUAL_SUVR 0.946802016818694 lh_lingual left lh_lingual NA 10
CTX_LH_MEDIALORBITOFRONTAL_SUVR 0.787960079840832 lh_medialorbitofrontal left lh_medialorbitofrontal NA 10
CTX_LH_MIDDLETEMPORAL_SUVR 0.821669195314048 lh_middletemporal left lh_middletemporal NA 10
CTX_LH_PARACENTRAL_SUVR 0.950956485267632 lh_paracentral left lh_paracentral NA 10
CTX_LH_PARAHIPPOCAMPAL_SUVR 0.835371201860925 lh_parahippocampal left lh_parahippocampal NA 10
CTX_LH_PARSOPERCULARIS_SUVR 0.865588158579656 lh_parsopercularis left lh_parsopercularis NA 10
CTX_LH_PARSORBITALIS_SUVR 0.818451193336421 lh_parsorbitalis left lh_parsorbitalis NA 10
CTX_LH_PARSTRIANGULARIS_SUVR 0.875927106747779 lh_parstriangularis left lh_parstriangularis NA 10
CTX_LH_PERICALCARINE_SUVR 1.12481116713835 lh_pericalcarine left lh_pericalcarine 1.12481116713835 10
CTX_LH_POSTCENTRAL_SUVR 0.896347398421096 lh_postcentral left lh_postcentral NA 10
CTX_LH_POSTERIORCINGULATE_SUVR 0.914720888823684 lh_posteriorcingulate left lh_posteriorcingulate NA 10
CTX_LH_PRECENTRAL_SUVR 0.965533614350857 lh_precentral left lh_precentral NA 10
CTX_LH_PRECUNEUS_SUVR 0.872628918433317 lh_precuneus left lh_precuneus NA 10
CTX_LH_ROSTRALANTERIORCINGULATE_SUVR 0.868497513434192 lh_rostralanteriorcingulate left lh_rostralanteriorcingulate NA 10
CTX_LH_ROSTRALMIDDLEFRONTAL_SUVR 0.827287418198471 lh_rostralmiddlefrontal left lh_rostralmiddlefrontal NA 10
CTX_LH_SUPERIORFRONTAL_SUVR 0.819709605992088 lh_superiorfrontal left lh_superiorfrontal NA 10
CTX_LH_SUPERIORPARIETAL_SUVR 0.856505794910505 lh_superiorparietal left lh_superiorparietal NA 10
CTX_LH_SUPERIORTEMPORAL_SUVR 0.861670464342942 lh_superiortemporal left lh_superiortemporal NA 10
CTX_LH_SUPRAMARGINAL_SUVR 0.889631816182929 lh_supramarginal left lh_supramarginal NA 10
CTX_LH_TEMPORALPOLE_SUVR 0.834960663948279 lh_temporalpole left lh_temporalpole NA 10
CTX_LH_TRANSVERSETEMPORAL_SUVR 0.945224915735357 lh_transversetemporal left lh_transversetemporal NA 10
CTX_RH_BANKSSTS_SUVR 1.00938071320801 rh_bankssts right rh_bankssts 1.00938071320801 10
CTX_RH_CAUDALANTERIORCINGULATE_SUVR 0.903408618187956 rh_caudalanteriorcingulate right rh_caudalanteriorcingulate NA 10
CTX_RH_CAUDALMIDDLEFRONTAL_SUVR 0.890968755647801 rh_caudalmiddlefrontal right rh_caudalmiddlefrontal NA 10
CTX_RH_CUNEUS_SUVR 0.997357730593703 rh_cuneus right rh_cuneus NA 10
CTX_RH_ENTORHINAL_SUVR 0.820733808948825 rh_entorhinal right rh_entorhinal NA 10
CTX_RH_FRONTALPOLE_SUVR 0.651775240177791 rh_frontalpole right rh_frontalpole NA 10
CTX_RH_FUSIFORM_SUVR 0.922619745309536 rh_fusiform right rh_fusiform NA 10
CTX_RH_INFERIORPARIETAL_SUVR 0.87074937821799 rh_inferiorparietal right rh_inferiorparietal NA 10
CTX_RH_INFERIORTEMPORAL_SUVR 0.860328237021747 rh_inferiortemporal right rh_inferiortemporal NA 10
CTX_RH_INSULA_SUVR 0.880282356512416 rh_insula right rh_insula NA 10
CTX_RH_ISTHMUSCINGULATE_SUVR 0.936746156660658 rh_isthmuscingulate right rh_isthmuscingulate NA 10
CTX_RH_LATERALOCCIPITAL_SUVR 0.944880720545588 rh_lateraloccipital right rh_lateraloccipital NA 10
CTX_RH_LATERALORBITOFRONTAL_SUVR 0.896298431673967 rh_lateralorbitofrontal right rh_lateralorbitofrontal NA 10
CTX_RH_LINGUAL_SUVR 0.932451642016984 rh_lingual right rh_lingual NA 10
CTX_RH_MEDIALORBITOFRONTAL_SUVR 0.781224425716414 rh_medialorbitofrontal right rh_medialorbitofrontal NA 10
CTX_RH_MIDDLETEMPORAL_SUVR 0.831391220717836 rh_middletemporal right rh_middletemporal NA 10
CTX_RH_PARACENTRAL_SUVR 0.930318180979742 rh_paracentral right rh_paracentral NA 10
CTX_RH_PARAHIPPOCAMPAL_SUVR 0.853007836450108 rh_parahippocampal right rh_parahippocampal NA 10
CTX_RH_PARSOPERCULARIS_SUVR 0.890192452170329 rh_parsopercularis right rh_parsopercularis NA 10
CTX_RH_PARSORBITALIS_SUVR 0.824586650260099 rh_parsorbitalis right rh_parsorbitalis NA 10
CTX_RH_PARSTRIANGULARIS_SUVR 0.857390517655353 rh_parstriangularis right rh_parstriangularis NA 10
CTX_RH_PERICALCARINE_SUVR 1.07103151449529 rh_pericalcarine right rh_pericalcarine 1.07103151449529 10
CTX_RH_POSTCENTRAL_SUVR 0.89809098302306 rh_postcentral right rh_postcentral NA 10
CTX_RH_POSTERIORCINGULATE_SUVR 0.885335220787021 rh_posteriorcingulate right rh_posteriorcingulate NA 10
CTX_RH_PRECENTRAL_SUVR 0.973264220886484 rh_precentral right rh_precentral NA 10
CTX_RH_PRECUNEUS_SUVR 0.85721791080678 rh_precuneus right rh_precuneus NA 10
CTX_RH_ROSTRALANTERIORCINGULATE_SUVR 0.866960006463013 rh_rostralanteriorcingulate right rh_rostralanteriorcingulate NA 10
CTX_RH_ROSTRALMIDDLEFRONTAL_SUVR 0.825761488705283 rh_rostralmiddlefrontal right rh_rostralmiddlefrontal NA 10
CTX_RH_SUPERIORFRONTAL_SUVR 0.809342501004046 rh_superiorfrontal right rh_superiorfrontal NA 10
CTX_RH_SUPERIORPARIETAL_SUVR 0.84635426209042 rh_superiorparietal right rh_superiorparietal NA 10
CTX_RH_SUPERIORTEMPORAL_SUVR 0.845082432646056 rh_superiortemporal right rh_superiortemporal NA 10
CTX_RH_SUPRAMARGINAL_SUVR 0.880013131076538 rh_supramarginal right rh_supramarginal NA 10
CTX_RH_TEMPORALPOLE_SUVR 0.819974473504966 rh_temporalpole right rh_temporalpole NA 10
CTX_RH_TRANSVERSETEMPORAL_SUVR 0.943289696286044 rh_transversetemporal right rh_transversetemporal NA 10
