"yearsBeforeAB" "effect" "analysis" "plottext" "amyloidmap" "empirical_correlation" "spinP" "spinsignificant" "spinaalpha" "spinaalpha2" "color"
1 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" -0.00984516845136594 0.476 FALSE "1" NA "#DC4D35"
2 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" -0.0942260485167209 0.2475 FALSE "1" NA "#DC4D35"
3 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.261369507114127 0.013 TRUE "0" "1" "#DC4D35"
4 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.415242193051456 0 TRUE "0" "1" "#DC4D35"
5 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.208984988747255 0.0295 TRUE "0" "1" "#DC4D35"
6 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.417347852915345 5e-04 TRUE "0" "1" "#DC4D35"
7 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.400184837650817 0.0015 TRUE "0" "1" "#DC4D35"
8 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.279209277460198 0.0165 TRUE "0" "1" "#DC4D35"
9 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.178290466138926 0.0815 FALSE "1" NA "#DC4D35"
10 "slope" "Sensitivity5" "F1 predAB0 T1 (intcor)" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.0111063386186856 0.464 FALSE "1" NA "#DC4D35"
