"yearsBeforeAB" "effect" "analysis" "plottext" "amyloidmap" "empirical_correlation" "spinP" "spinsignificant" "spinaalpha" "spinaalpha2" "color"
1 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.182867022588527 0.0725 FALSE "1" NA "#B14054"
2 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.254359680221297 0.0305 TRUE "0" "1" "#B14054"
3 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.160767210060898 0.1035 FALSE "1" NA "#B14054"
4 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.359320669078258 0.0045 TRUE "0" "1" "#B14054"
5 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.29642272116508 0.0075 TRUE "0" "1" "#B14054"
6 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.335671545174113 0.005 TRUE "0" "1" "#B14054"
7 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.129870585111188 0.1515 FALSE "1" NA "#B14054"
8 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" -0.00749240240447706 0.468 FALSE "1" NA "#B14054"
9 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.0857977178819799 0.2455 FALSE "1" NA "#B14054"
10 "intercept" "Sensitivity4" "F1 predAB0 T1 (slope)" "amyloid_map_ABdiagnosed_suvrmean.csv" 0.188074948591419 0.068 FALSE "1" NA "#B14054"
