"yearsBeforeAB" "effect" "analysis" "plottext" "amyloidmap" "empirical_correlation" "spinP" "spinsignificant" "spinaalpha" "spinaalpha2" "color"
1 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.416024244636553 0.0015 TRUE "0" "1" "#5B3976"
2 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.382762248434606 0.001 TRUE "0" "1" "#5B3976"
3 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.421038169783124 5e-04 TRUE "0" "1" "#5B3976"
4 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.504340370418961 0 TRUE "0" "1" "#5B3976"
5 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.397651211684644 0.003 TRUE "0" "1" "#5B3976"
6 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.347391120420817 0.0045 TRUE "0" "1" "#5B3976"
7 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.366276935067458 0.0015 TRUE "0" "1" "#5B3976"
8 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.317882757453639 0.0075 TRUE "0" "1" "#5B3976"
9 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.336858175369278 0.007 TRUE "0" "1" "#5B3976"
10 "slope" "Sensitivity2" "F0 predAB0 T1" "amyloid_map_convVnonconv_suvrdiff_d.csv" 0.384498779704898 0.002 TRUE "0" "1" "#5B3976"
