rois term estimate std.error statistic p.value term.1 d CI CI_low CI_high
lh_bankssts_thickness.aparcnative71 (Intercept) -0.492420578945028 0.541823460472924 -0.908821073408717 0.363995958358392 (Intercept) -0.0912248443485427 0.95 -0.288005257348938 0.105670311455145
lh_bankssts_thickness.aparcnative71 convgroup 0.0696338006070634 0.164208362511576 0.424057578688505 0.671753502671468 convgroup 0.0425656795848543 0.95 -0.15421891778829 0.239296673226097
lh_bankssts_thickness.aparcnative71 subject_sexMale 0.102095195930729 0.101786481814786 1.00303295791778 0.316455917560631 subject_sexMale 0.100681562234592 0.95 -0.0962418030731206 0.297478331864445
lh_bankssts_thickness.aparcnative71 cohortBACS -0.277808933043793 0.132801316893383 -2.0919139925911 0.0370809843761714 cohortBACS -0.209980307398571 0.95 -0.407125412765638 -0.0125721989752768
lh_bankssts_thickness.aparcnative71 cohortLCBC -0.104459125023275 0.138022787429639 -0.756825209580164 0.449603493389411 cohortLCBC -0.0759679368833851 0.95 -0.272726595164709 0.120886306885448
lh_bankssts_thickness.aparcnative71 meanAge 0.00757114985519619 0.00752194429477116 1.00654160127977 0.314768194172417 meanAge 0.101033749759658 0.95 -0.0958907187738519 0.297831171359285
lh_bankssts_thickness.aparcnative71 nTimepoints -0.0174973801311274 0.0273967350968238 -0.638666617364777 0.523408103719457 nTimepoints -0.064107517380938 0.95 -0.260853223418466 0.132718859835057
lh_bankssts_thickness.aparcnative71 intervalFirstlast 0.0012030600701473 0.0176110002999605 0.0683129890214132 0.945570877049874 intervalFirstlast 0.00685706127729668 0.95 -0.189883375948063 0.203588866337003
lh_bankssts_thickness.aparcnative71 carrier 0.198850213967453 0.126167816180191 1.57607716442882 0.115804517012108 carrier 0.158202090832958 0.95 -0.0389400567452375 0.355145648369497
lh_bankssts_thickness.aparcnative71 scale(edu) 0.0799688842940983 0.0507988895486985 1.57422504713289 0.116231976152078 scale(edu) 0.15801618062799 0.95 -0.0391251350813295 0.354959117298314
lh_bankssts_thickness.aparcnative71 scale(wmhSlope) -0.073448834571216 0.0504610245725968 -1.45555575205468 0.146305755265538 scale(wmhSlope) -0.146104498241646 0.95 -0.343010433418801 0.0509849264350465
lh_caudalanteriorcingulate_thickness.aparcnative71 (Intercept) -0.536691447913916 0.541181270622944 -0.991703662057891 0.321946146183773 (Intercept) -0.0995443601145739 0.95 -0.296339037307086 0.0973755025716822
lh_caudalanteriorcingulate_thickness.aparcnative71 convgroup 0.320452745342423 0.164013736491517 1.9538165046255 0.0514247791868498 convgroup 0.196118478911985 0.95 -0.00121203255061488 0.393203191065067
lh_caudalanteriorcingulate_thickness.aparcnative71 subject_sexMale -0.00475129036351921 0.101665840590743 -0.0467343833082105 0.962748426036115 subject_sexMale -0.00469106292509936 0.95 -0.201423925053875 0.192047699090604
lh_caudalanteriorcingulate_thickness.aparcnative71 cohortBACS 0.0501696033070936 0.132643915702784 0.378227701144685 0.705463607395668 cohortBACS 0.0379654083458009 0.95 -0.158811748595346 0.234694769893897
lh_caudalanteriorcingulate_thickness.aparcnative71 cohortLCBC -0.101055394182434 0.137859197552826 -0.733033384614839 0.463970667531096 cohortLCBC -0.0735797819508757 0.95 -0.270335560648055 0.123268568681384
lh_caudalanteriorcingulate_thickness.aparcnative71 meanAge 0.00291977234928218 0.0075130289992356 0.388627855633094 0.697759791404164 meanAge 0.0390093459284181 0.95 -0.157769447240999 0.235739036507872
lh_caudalanteriorcingulate_thickness.aparcnative71 nTimepoints 0.0542212408931953 0.0273642634404906 1.98146173424733 0.0482289502061307 nTimepoints 0.198893427516304 0.95 0.00154775230716157 0.395989860935508
lh_caudalanteriorcingulate_thickness.aparcnative71 intervalFirstlast 0.0092221877522688 0.0175901270700882 0.5242820427347 0.600374975136315 intervalFirstlast 0.0526259229045186 0.95 -0.144176740398629 0.249362376638197
lh_caudalanteriorcingulate_thickness.aparcnative71 carrier 0.0255849666172603 0.126018277267878 0.203025840155505 0.839218849118673 carrier 0.0203791496575352 0.95 -0.17637432466081 0.217106968534273
lh_caudalanteriorcingulate_thickness.aparcnative71 scale(edu) -0.0496861820687438 0.0507386807655093 -0.979256482807868 0.328049623389783 scale(edu) -0.0982949480764013 0.95 -0.295087375521775 0.0986210932127019
lh_caudalanteriorcingulate_thickness.aparcnative71 scale(wmhSlope) -0.0081087125769655 0.0504012162398756 -0.160883271911009 0.87226717259411 scale(wmhSlope) -0.0161489999162528 0.95 -0.212877576547447 0.18059991582144
lh_caudalmiddlefrontal_thickness.aparcnative71 (Intercept) 0.115069824654705 0.540458920229252 0.212911324705112 0.831505413155822 (Intercept) 0.0213714261525833 0.95 -0.175383186145045 0.218099129230109
